cid,gender,R,F,M,k-means
2019S2068301,F,168,1,1570,0
2019S2068305,M,47,2,1996,2
2019S2068329,F,168,1,680,0
2019S2068357,F,168,1,1208,0
2019S2068373,F,168,1,999,0
2019S2068385,M,168,1,229,0
2019S2068389,M,168,1,460,0
2019S2068393,M,168,1,325,0
2019S2068425,M,168,1,593,0
2019S2072069,F,167,1,1080,0
2019S2072101,M,167,1,1960,0
2019S2072129,F,167,1,2760,0
2019S2072133,F,167,1,1348,0
2019S2072173,M,167,1,539,0
2019S2072181,F,124,2,807,2
2019S2072197,M,167,1,2671,0
2019S2072201,M,167,1,1996,0
2019S2072225,F,102,2,1866,2
2019S2072249,M,167,1,998,0
2019S2072253,M,167,1,999,0
2019S2072281,F,167,1,2059,0
2019S2072285,F,167,1,1170,0
2019S2072297,F,167,1,1038,0
2019S2072301,M,68,1,1078,2
2019S2072309,F,167,1,3179,0
2019S2072325,M,167,1,1380,0
2019S2072341,M,167,1,2180,0
2019S2072357,F,167,1,1170,0
2019S2072365,M,167,1,70,0
2019S2072373,M,167,1,990,0
2019S2072381,F,167,1,1518,0
2019S2072385,M,167,1,1398,0
2019S2072401,M,167,1,593,0
2019S2072413,M,56,2,2018,2
2019S2072469,F,167,1,1380,0
2019S2072485,F,167,1,1518,0
2019S2072509,F,167,1,539,0
2019S2072605,M,167,1,998,0
2019S2072621,F,167,1,999,0
2019S2072625,F,167,1,593,0
2019S2072645,F,77,2,932,2
2019S2072653,F,167,1,593,0
2019S2072657,F,167,1,593,0
2019S2072665,F,138,1,300,2
2019S2072669,F,167,1,1170,0
2019S2072681,M,167,1,1170,0
2019S2072689,F,167,1,1078,0
2019S2072697,F,82,1,539,2
2019S2072765,F,167,1,485,0
2019S2072773,M,167,1,593,0
2019S2072813,M,167,1,1520,0
2019S2072837,M,167,1,980,0
2019S2072857,F,167,1,1665,0
2019S2072881,M,167,1,593,0
2019S2072897,F,167,1,998,0
2019S2072909,F,167,1,1520,0
2019S2072929,F,108,1,1380,2
2019S2072973,F,167,1,76,0
2019S2076065,F,166,1,150,0
2019S2076069,F,166,1,1036,0
2019S2076093,M,166,1,999,0
2019S2076101,F,166,1,300,0
2019S2076117,F,166,1,999,0
2019S2076121,M,166,1,1380,0
2019S2076129,M,166,1,998,0
2019S2076145,M,82,1,1078,2
2019S2076153,F,166,1,229,0
2019S2076169,M,111,2,3579,2
2019S2076193,F,166,1,38,0
2019S2076205,M,166,1,38,0
2019S2076209,F,166,1,998,0
2019S2076213,M,166,1,140,0
2019S2076225,M,166,1,568,0
2019S2076253,F,166,1,1380,0
2019S2076257,M,166,1,1170,0
2019S2076261,F,166,1,1170,0
2019S2076305,M,166,1,980,0
2019S2076329,F,166,1,1280,0
2019S2076337,M,166,1,980,0
2019S2076389,F,166,1,1170,0
2019S2076401,M,166,1,2198,0
2019S2076413,M,166,1,1399,0
2019S2076417,M,166,1,2180,0
2019S2076433,M,166,1,1078,0
2019S2076453,F,80,2,2060,2
2019S2076457,M,166,1,1280,0
2019S2076465,F,166,1,35,0
2019S2076493,M,166,1,998,0
2019S2076501,F,21,1,1680,2
2019S2076505,M,61,2,2466,2
2019S2076513,F,166,1,999,0
2019S2076529,F,10,3,4140,2
2019S2076541,F,166,1,1280,0
2019S2076545,F,166,1,1170,0
2019S2076561,M,166,1,998,0
2019S2076569,M,166,1,150,0
2019S2076577,M,166,1,1520,0
2019S2076589,M,166,1,3040,0
2019S2076633,M,166,1,980,0
2019S2076637,M,166,1,593,0
2019S2076661,M,166,1,1170,0
2019S2076665,M,166,1,2160,0
2019S2076669,F,166,1,980,0
2019S2076721,F,166,1,339,0
2019S2076733,F,166,1,38,0
2019S2076753,M,166,1,593,0
2019S2076761,M,53,2,2537,2
2019S2076773,M,166,1,1078,0
2019S2076781,F,166,1,1170,0
2019S2076793,F,40,2,1054,2
2019S2076817,M,166,1,920,0
2019S2076829,F,73,3,3775,2
2019S2076841,M,166,1,1170,0
2019S2076857,M,166,1,1186,0
2019S2076873,F,166,1,1380,0
2019S2076881,M,166,1,379,0
2019S2076885,M,166,1,999,0
2019S2076889,F,166,1,114,0
2019S2076897,F,164,2,1132,0
2019S2080053,M,165,1,1228,0
2019S2080057,F,165,1,5040,0
2019S2080061,F,58,2,650,2
2019S2080065,F,165,1,1518,0
2019S2080085,M,165,1,593,0
2019S2080097,F,165,1,1170,0
2019S2080101,F,165,1,339,0
2019S2080165,F,33,1,690,2
2019S2080173,F,165,1,1663,0
2019S2080197,F,165,1,150,0
2019S2080201,F,10,4,5530,2
2019S2080209,F,165,1,1520,0
2019S2080221,F,141,1,780,2
2019S2080229,F,165,1,998,0
2019S2080233,M,165,1,1176,0
2019S2080237,F,165,1,1080,0
2019S2080241,F,165,1,2780,0
2019S2080249,F,165,1,4320,0
2019S2080265,M,81,2,1275,2
2019S2080269,M,165,1,339,0
2019S2080285,F,165,1,1080,0
2019S2080293,F,71,1,1280,2
2019S2080305,F,165,1,339,0
2019S2080321,F,165,1,1380,0
2019S2080345,M,165,1,1399,0
2019S2080365,F,165,1,339,0
2019S2080381,F,165,1,593,0
2019S2084077,M,164,1,339,0
2019S2084101,F,164,1,1273,0
2019S2084109,M,54,2,1186,2
2019S2084117,F,164,1,1078,0
2019S2084137,M,105,2,1448,2
2019S2084141,M,164,1,998,0
2019S2084161,M,164,1,458,0
2019S2084193,F,164,1,580,0
2019S2084197,F,164,1,1520,0
2019S2084261,F,164,1,980,0
2019S2084269,F,164,1,460,0
2019S2084281,M,164,1,689,0
2019S2084293,M,164,1,460,0
2019S2084297,M,164,1,339,0
2019S2084317,F,164,1,114,0
2019S2084341,F,164,1,593,0
2019S2088077,F,31,2,5889,2
2019S2088097,M,163,1,150,0
2019S2088109,M,163,1,1380,0
2019S2088113,F,163,1,1227,0
2019S2088145,M,163,1,1080,0
2019S2088157,F,163,1,559,0
2019S2088165,M,163,1,150,0
2019S2088189,F,163,1,339,0
2019S2088193,F,163,1,1458,0
2019S2088197,M,163,1,1520,0
2019S2088213,M,163,1,1795,0
2019S2088229,F,163,1,339,0
2019S2088233,M,163,1,1790,0
2019S2088277,F,59,3,2412,2
2019S2088317,F,163,1,980,0
2019S2088321,M,163,1,70,0
2019S2088333,M,135,1,680,2
2019S2088345,M,34,3,2309,2
2019S2088385,M,163,1,1380,0
2019S2088389,F,163,1,1518,0
2019S2088421,F,163,1,998,0
2019S2088425,M,163,1,1148,0
2019S2088441,F,163,1,339,0
2019S2088473,M,163,1,460,0
2019S2092061,F,162,1,38,0
2019S2092065,M,162,1,1586,0
2019S2092093,M,162,1,1080,0
2019S2092109,M,161,2,1995,0
2019S2092125,M,162,1,1380,0
2019S2092133,F,162,1,1398,0
2019S2092157,F,162,1,998,0
2019S2092177,M,162,1,1518,0
2019S2092193,F,162,1,1170,0
2019S2092197,M,162,1,1380,0
2019S2092205,F,162,1,998,0
2019S2092209,F,162,1,998,0
2019S2092213,F,162,1,539,0
2019S2092237,F,162,1,1028,0
2019S2092245,M,162,1,1034,0
2019S2092253,M,162,1,998,0
2019S2092301,M,162,1,1080,0
2019S2092313,F,162,1,300,0
2019S2096053,F,161,1,2662,0
2019S2096057,M,161,1,1520,0
2019S2096073,F,161,1,998,0
2019S2096097,M,161,1,1380,0
2019S2096101,F,161,1,2997,0
2019S2096113,F,161,1,1099,0
2019S2096137,F,50,2,1309,2
2019S2096141,M,147,1,150,2
2019S2096149,F,161,1,1996,0
2019S2096153,F,161,1,1118,0
2019S2096161,F,161,1,1380,0
2019S2096249,F,161,1,1080,0
2019S2096253,M,161,1,689,0
2019S2096277,F,161,1,1118,0
2019S2096281,M,161,1,1176,0
2019S2096357,F,161,1,1380,0
2019S2096393,M,62,1,999,2
2019S2100057,F,160,1,1380,0
2019S2100065,F,160,1,990,0
2019S2100089,F,160,1,339,0
2019S2100105,M,160,1,998,0
2019S2100109,F,160,1,593,0
2019S2100125,F,155,1,1360,2
2019S2100129,M,160,1,1960,0
2019S2100133,M,160,1,1380,0
2019S2100153,M,160,1,38,0
2019S2100157,F,15,2,5688,2
2019S2100161,F,13,2,1509,2
2019S2100193,M,160,1,1996,0
2019S2100197,F,160,1,325,0
2019S2100201,F,76,3,600,2
2019S2100205,F,107,1,339,2
2019S2100209,F,160,1,460,0
2019S2100217,F,160,1,1170,0
2019S2100225,F,160,1,1170,0
2019S2100241,F,160,1,1099,0
2019S2100253,M,160,1,1520,0
2019S2100285,F,160,1,999,0
2019S2100289,F,125,1,1660,2
2019S2100321,M,160,1,680,0
2019S2100325,M,155,2,1208,2
2019S2100337,M,8,2,2250,2
2019S2100389,F,160,1,998,0
2019S2100401,M,21,1,1290,2
2019S2100409,M,160,1,150,0
2019S2100477,F,160,1,38,0
2019S2100589,M,160,1,990,0
2019S2100601,F,160,1,114,0
2019S2100641,F,160,1,300,0
2019S2100661,F,2,3,4140,2
2019S2100689,M,149,2,2975,2
2019S2100761,F,160,1,150,0
2019S2100765,M,160,1,1750,0
2019S2100769,M,34,3,3953,2
2019S2100781,M,84,3,2296,2
2019S2100797,M,160,1,1170,0
2019S2100805,M,160,1,1779,0
2019S2100813,F,160,1,188,0
2019S2100829,M,160,1,150,0
2019S2100833,M,160,1,150,0
2019S2100873,F,160,1,339,0
2019S2100881,F,160,1,1380,0
2019S2100893,F,160,1,998,0
2019S2100897,M,160,1,980,0
2019S2100909,F,159,1,593,0
2019S2100953,M,154,2,2397,2
2019S2100957,M,160,1,4558,0
2019S2100961,M,160,1,998,0
2019S2100973,M,160,1,593,0
2019S2100985,F,160,1,38,0
2019S2100989,M,160,1,1186,0
2019S2100997,F,160,1,339,0
2019S2101005,M,160,1,1145,0
2019S2101009,M,145,1,150,2
2019S2101029,M,160,1,2180,0
2019S2101033,F,110,1,99,2
2019S2101037,M,160,1,1380,0
2019S2101045,M,110,2,1132,2
2019S2104081,F,112,1,150,2
2019S2104089,M,6,3,1779,2
2019S2104093,F,159,1,1996,0
2019S2104133,M,159,1,1170,0
2019S2104137,F,159,1,2460,0
2019S2104153,M,159,1,998,0
2019S2104169,F,159,1,1170,0
2019S2104173,M,159,1,1170,0
2019S2104181,M,159,1,38,0
2019S2104189,F,159,1,460,0
2019S2104197,F,159,1,593,0
2019S2104213,M,159,1,2078,0
2019S2104233,M,159,1,593,0
2019S2104241,M,159,1,799,0
2019S2104261,M,159,1,585,0
2019S2104265,F,12,1,150,2
2019S2104285,F,19,2,2160,2
2019S2104289,M,13,1,1998,2
2019S2104293,M,19,3,2526,2
2019S2104297,M,159,1,1078,0
2019S2104321,M,159,1,1080,0
2019S2104333,M,159,1,980,0
2019S2104469,F,84,2,678,2
2019S2104529,F,159,1,150,0
2019S2104561,F,11,3,13280,2
2019S2104569,M,159,1,339,0
2019S2104573,F,159,1,699,0
2019S2104581,M,159,1,1520,0
2019S2104585,F,159,1,2180,0
2019S2104609,F,159,1,1520,0
2019S2104689,F,159,1,817,0
2019S2104705,M,152,1,600,2
2019S2104729,F,159,1,998,0
2019S2104901,M,159,1,1078,0
2019S2104905,M,159,1,559,0
2019S2104921,F,159,1,999,0
2019S2104957,F,159,1,799,0
2019S2104961,M,159,1,1080,0
2019S2104965,F,159,1,1160,0
2019S2104985,F,159,1,2760,0
2019S2105017,M,159,1,1380,0
2019S2105073,F,159,1,339,0
2019S2105085,F,97,2,1588,2
2019S2105113,F,159,1,1170,0
2019S2105117,F,159,1,339,0
2019S2105141,F,159,1,1080,0
2019S2105145,F,159,1,593,0
2019S2105157,M,159,1,539,0
2019S2105161,F,159,1,580,0
2019S2105169,F,96,2,2160,2
2019S2105201,M,159,1,1380,0
2019S2105205,F,159,1,300,0
2019S2105209,M,159,1,1078,0
2019S2105213,M,159,1,1280,0
2019S2105245,M,159,1,998,0
2019S2105257,F,112,1,539,2
2019S2105261,F,159,1,339,0
2019S2105273,F,159,1,1996,0
2019S2105281,F,49,2,2076,2
2019S2105289,M,159,1,38,0
2019S2105333,M,159,1,999,0
2019S2105385,F,47,2,2356,2
2019S2108061,F,158,1,680,0
2019S2108081,F,158,1,1998,0
2019S2108113,F,158,1,1099,0
2019S2108117,F,158,1,998,0
2019S2108141,F,158,1,539,0
2019S2108177,F,158,1,998,0
2019S2108189,F,158,1,1380,0
2019S2108201,M,23,1,680,2
2019S2108229,F,156,1,1520,0
2019S2108245,M,81,1,999,2
2019S2108265,M,158,1,1080,0
2019S2108269,M,147,1,999,2
2019S2108281,F,4,1,830,2
2019S2108337,M,144,2,2553,2
2019S2108345,F,154,2,2053,2
2019S2112081,M,157,1,1080,0
2019S2112085,F,157,1,150,0
2019S2112101,F,61,2,7554,2
2019S2112117,F,157,1,4360,0
2019S2112125,M,157,1,998,0
2019S2112157,M,20,2,2288,2
2019S2112165,M,150,2,1997,2
2019S2112185,F,157,1,2098,0
2019S2112193,F,157,1,999,0
2019S2112197,F,157,1,699,0
2019S2112205,F,139,1,1850,2
2019S2112209,F,157,1,999,0
2019S2112213,M,157,1,1034,0
2019S2112237,F,153,1,150,2
2019S2112245,F,139,1,229,2
2019S2112249,F,7,2,3240,2
2019S2112257,M,157,1,1170,0
2019S2112265,F,157,1,1170,0
2019S2112281,F,157,1,1137,0
2019S2112293,F,157,1,1170,0
2019S2112297,F,125,2,2676,2
2019S2112313,M,157,1,593,0
2019S2112321,F,157,1,998,0
2019S2112329,M,122,2,1019,2
2019S2112333,F,157,1,76,0
2019S2116073,F,144,1,35,2
2019S2116109,F,156,1,229,0
2019S2116113,M,156,1,1260,0
2019S2116121,F,156,1,980,0
2019S2116129,M,156,1,1360,0
2019S2116137,M,156,1,680,0
2019S2116141,F,156,1,998,0
2019S2116149,F,156,1,998,0
2019S2116157,M,156,1,680,0
2019S2116165,F,156,1,680,0
2019S2116189,F,156,1,1299,0
2019S2116233,M,156,1,680,0
2019S2116237,F,53,2,2360,2
2019S2116241,F,156,1,980,0
2019S2116245,M,156,1,680,0
2019S2116261,M,30,2,1998,2
2019S2116273,F,156,1,750,0
2019S2116277,M,156,1,680,0
2019S2120061,F,155,1,1170,2
2019S2120065,F,155,1,680,2
2019S2120069,M,155,1,150,2
2019S2120077,M,155,1,1299,2
2019S2120097,F,155,1,460,2
2019S2120113,F,155,1,1148,2
2019S2120117,F,118,2,4680,2
2019S2120121,M,155,1,1399,2
2019S2120141,F,87,2,2146,2
2019S2120149,M,148,1,680,2
2019S2120153,F,155,1,1850,2
2019S2120169,F,155,1,999,2
2019S2120173,F,80,2,1960,2
2019S2120177,M,137,2,5920,2
2019S2120189,F,155,1,780,2
2019S2120201,M,155,1,1337,2
2019S2120217,M,92,2,1592,2
2019S2120221,M,155,1,2040,2
2019S2120269,F,32,2,2306,2
2019S2120277,F,155,1,680,2
2019S2120285,M,155,1,998,2
2019S2120301,F,155,1,999,2
2019S2120309,M,155,1,780,2
2019S2120313,F,155,1,1380,2
2019S2120329,M,155,1,680,2
2019S2120345,F,155,1,1360,2
2019S2120357,F,20,2,3578,2
2019S2120385,F,47,2,1926,2
2019S2120393,F,155,1,780,2
2019S2124053,F,154,1,1399,2
2019S2124061,F,154,1,1960,2
2019S2124101,F,154,1,680,2
2019S2124129,F,154,1,999,2
2019S2124133,F,154,1,680,2
2019S2124145,F,154,1,999,2
2019S2124173,M,76,2,2054,2
2019S2124181,M,154,1,680,2
2019S2124193,F,154,1,580,2
2019S2124205,M,154,1,1299,2
2019S2124213,F,98,2,1023,2
2019S2124217,M,154,1,680,2
2019S2124225,F,154,1,980,2
2019S2124241,F,154,1,1560,2
2019S2124253,F,154,1,680,2
2019S2124257,M,154,1,150,2
2019S2124265,F,46,2,7893,2
2019S2124269,M,153,2,2148,2
2019S2124293,M,154,1,680,2
2019S2124317,F,154,1,680,2
2019S2124321,F,154,1,999,2
2019S2124333,M,154,1,1996,2
2019S2124337,F,132,2,1019,2
2019S2124345,M,154,1,2560,2
2019S2124349,F,154,1,680,2
2019S2124369,F,154,1,999,2
2019S2124373,F,154,1,680,2
2019S2124385,F,154,1,520,2
2019S2124405,F,154,1,999,2
2019S2124409,M,154,1,680,2
2019S2124421,F,154,1,680,2
2019S2124445,F,154,1,680,2
2019S2124457,F,124,2,2340,2
2019S2404069,F,153,1,460,2
2019S2404073,M,153,1,680,2
2019S2404097,M,12,2,3340,2
2019S2404101,M,131,1,998,2
2019S2404105,M,153,1,999,2
2019S2404109,F,153,1,780,2
2019S2404113,M,141,1,680,2
2019S2404121,F,153,1,680,2
2019S2404125,M,153,1,600,2
2019S2404133,F,133,1,780,2
2019S2404141,F,153,1,150,2
2019S2404153,F,152,2,1679,2
2019S2404161,M,153,1,680,2
2019S2404177,F,153,1,780,2
2019S2404185,F,153,1,680,2
2019S2404193,F,153,1,1299,2
2019S2404197,F,153,1,680,2
2019S2404201,F,153,1,999,2
2019S2404209,F,153,1,888,2
2019S2404221,M,153,1,1498,2
2019S2404233,F,153,1,680,2
2019S2404237,M,153,1,600,2
2019S2404241,M,153,1,1380,2
2019S2404273,F,153,1,1778,2
2019S2404277,F,153,1,689,2
2019S2404309,F,153,1,780,2
2019S2404349,F,153,1,780,2
2019S2404353,M,153,1,980,2
2019S2404357,M,153,1,998,2
2019S2404365,M,59,2,4011,2
2019S2404409,M,153,1,1280,2
2019S2404425,M,153,1,1520,2
2019S2404433,M,153,1,749,2
2019S2404441,M,6,3,975,2
2019S2404453,F,81,2,3120,2
2019S2404461,M,153,1,1678,2
2019S2404469,F,153,1,3377,2
2019S2404477,F,141,1,520,2
2019S2404485,M,49,2,1978,2
2019S2404525,F,153,1,998,2
2019S2404529,M,153,1,680,2
2019S2404557,M,153,1,300,2
2019S2404573,M,153,1,1380,2
2019S2404585,M,153,1,780,2
2019S2404589,M,153,1,1662,2
2019S2404605,M,153,1,1525,2
2019S2404613,F,153,1,780,2
2019S2404617,F,153,1,999,2
2019S2404629,F,153,1,680,2
2019S2408053,F,101,1,339,2
2019S2408061,M,152,1,780,2
2019S2408069,F,152,1,1380,2
2019S2408093,F,152,1,680,2
2019S2408101,M,26,2,2460,2
2019S2408109,F,152,1,998,2
2019S2408129,M,32,4,4839,2
2019S2408133,F,152,1,1560,2
2019S2408157,M,152,1,680,2
2019S2408169,M,152,1,780,2
2019S2408185,F,152,1,680,2
2019S2408209,F,152,1,680,2
2019S2408213,F,152,1,1998,2
2019S2408217,F,152,1,680,2
2019S2408249,F,152,1,1299,2
2019S2408253,F,152,1,680,2
2019S2408261,F,152,1,780,2
2019S2408269,F,152,1,1380,2
2019S2408273,F,152,1,920,2
2019S2408277,F,152,1,680,2
2019S2408281,M,87,2,1230,2
2019S2408301,F,152,1,35,2
2019S2408305,M,152,1,680,2
2019S2408317,F,152,1,780,2
2019S2408321,F,152,1,680,2
2019S2408337,F,152,1,1996,2
2019S2408365,F,152,1,1299,2
2019S2408369,F,96,1,2160,2
2019S2408373,M,2,1,339,2
2019S2408381,M,152,1,999,2
2019S2408393,M,152,1,999,2
2019S2408401,F,152,1,680,2
2019S2408405,M,152,1,690,2
2019S2408409,F,96,1,33,2
2019S2408417,F,152,1,680,2
2019S2408421,M,152,1,233,2
2019S2408433,F,152,1,150,2
2019S2408457,M,152,1,999,2
2019S2408465,F,152,1,1380,2
2019S2408469,F,152,1,1380,2
2019S2408481,F,152,1,1560,2
2019S2408485,F,152,1,999,2
2019S2408489,F,21,2,7448,2
2019S2408493,F,83,2,2760,2
2019S2408541,F,152,1,780,2
2019S2408545,F,152,1,999,2
2019S2408577,F,152,1,1380,2
2019S2408585,F,152,1,999,2
2019S2408605,F,152,1,680,2
2019S2408613,F,152,1,599,2
2019S2408641,M,152,1,999,2
2019S2408645,F,152,1,1520,2
2019S2408649,M,152,1,680,2
2019S2408653,F,99,2,1829,2
2019S2408657,M,152,1,680,2
2019S2408661,M,152,1,2530,2
2019S2408665,M,152,1,980,2
2019S2408673,F,152,1,2060,2
2019S2408681,M,152,1,749,2
2019S2412065,M,151,1,780,2
2019S2412089,F,141,1,998,2
2019S2412113,M,151,1,1380,2
2019S2412125,F,151,1,2580,2
2019S2412137,F,151,1,749,2
2019S2412149,F,151,1,980,2
2019S2412153,M,151,1,999,2
2019S2412161,F,151,1,680,2
2019S2412193,F,151,1,1360,2
2019S2412197,F,151,1,520,2
2019S2412233,F,128,2,1779,2
2019S2412249,F,151,1,999,2
2019S2412253,M,151,1,998,2
2019S2412257,M,151,1,999,2
2019S2412269,F,151,1,680,2
2019S2412273,F,151,1,229,2
2019S2412281,F,151,1,1290,2
2019S2412285,F,151,1,998,2
2019S2412309,M,151,1,680,2
2019S2412313,F,151,1,1680,2
2019S2412325,F,151,1,3205,2
2019S2412329,F,151,1,2598,2
2019S2412333,M,136,1,680,2
2019S2412349,M,151,1,1360,2
2019S2412353,M,151,1,780,2
2019S2412361,F,151,1,3040,2
2019S2412377,M,151,1,2200,2
2019S2416061,F,3,2,2038,2
2019S2416081,M,150,1,1050,2
2019S2416093,F,150,1,599,2
2019S2416097,M,150,1,1380,2
2019S2416113,F,150,1,999,2
2019S2416145,M,145,2,2976,2
2019S2416149,M,102,1,593,2
2019S2416153,F,150,1,1520,2
2019S2416165,F,150,1,3040,2
2019S2416181,F,150,1,680,2
2019S2416185,F,150,1,680,2
2019S2416189,F,150,1,749,2
2019S2416209,F,150,1,150,2
2019S2416229,M,150,1,680,2
2019S2416253,M,150,1,1560,2
2019S2416277,F,113,1,1520,2
2019S2416285,M,150,1,1299,2
2019S2416293,M,150,1,998,2
2019S2420053,M,149,1,680,2
2019S2420101,F,5,2,687,2
2019S2420109,M,149,1,749,2
2019S2420125,F,149,1,600,2
2019S2420137,M,149,1,998,2
2019S2420153,M,149,1,999,2
2019S2420157,F,149,1,1380,2
2019S2420161,F,89,1,2169,2
2019S2420165,F,149,1,1380,2
2019S2420181,F,149,1,999,2
2019S2420193,F,123,2,2994,2
2019S2420213,F,149,1,680,2
2019S2420217,F,149,1,1380,2
2019S2420221,M,149,1,599,2
2019S2420225,F,149,1,680,2
2019S2420253,F,149,1,680,2
2019S2420257,F,130,1,999,2
2019S2420265,M,149,1,2997,2
2019S2420273,F,149,1,998,2
2019S2420297,F,149,1,780,2
2019S2420329,F,149,1,599,2
2019S2420333,F,47,3,6152,2
2019S2420345,M,149,1,680,2
2019S2420349,F,149,1,998,2
2019S2420357,M,149,1,999,2
2019S2420361,M,149,1,450,2
2019S2420365,F,149,1,999,2
2019S2424057,F,36,2,1996,2
2019S2424073,F,148,1,980,2
2019S2424085,M,56,4,4375,2
2019S2424089,F,148,1,1560,2
2019S2424097,F,148,1,1560,2
2019S2424109,F,148,1,980,2
2019S2424129,M,148,1,559,2
2019S2424149,M,148,1,35,2
2019S2424173,F,148,1,780,2
2019S2424189,M,68,2,2340,2
2019S2424197,F,148,1,998,2
2019S2424217,M,148,1,325,2
2019S2424229,M,148,1,1998,2
2019S2424249,F,148,1,999,2
2019S2424257,M,73,1,1080,2
2019S2424265,F,119,2,1560,2
2019S2424365,F,148,1,600,2
2019S2424377,M,141,1,460,2
2019S2424389,F,148,1,780,2
2019S2424393,M,148,1,1660,2
2019S2424397,M,148,1,1779,2
2019S2424417,F,7,1,1273,2
2019S2424437,F,148,1,599,2
2019S2424441,M,148,1,780,2
2019S2424445,F,148,1,680,2
2019S2424453,F,148,1,680,2
2019S2424457,F,148,1,140,2
2019S2424465,M,148,1,680,2
2019S2424481,F,80,2,2340,2
2019S2424489,M,148,1,680,2
2019S2424509,F,148,1,2940,2
2019S2424517,F,148,1,1380,2
2019S2424525,F,121,2,1273,2
2019S2424533,F,138,1,680,2
2019S2424541,F,148,1,680,2
2019S2428057,M,147,1,999,2
2019S2428061,F,147,1,1996,2
2019S2428065,M,67,3,3803,2
2019S2428073,F,147,1,1560,2
2019S2428093,F,68,2,2089,2
2019S2428105,M,121,1,680,2
2019S2428145,M,147,1,680,2
2019S2428149,F,76,3,6210,2
2019S2428153,F,147,1,2140,2
2019S2428161,M,147,1,999,2
2019S2428169,F,147,1,1560,2
2019S2428213,F,147,1,680,2
2019S2428217,M,147,1,999,2
2019S2428225,M,147,1,980,2
2019S2428245,F,83,1,2590,2
2019S2428253,F,122,2,1800,2
2019S2428269,F,147,1,680,2
2019S2428281,M,147,1,680,2
2019S2428289,M,147,1,1996,2
2019S2428305,M,147,1,998,2
2019S2428309,F,147,1,680,2
2019S2428321,M,147,1,1498,2
2019S2428357,M,147,1,1998,2
2019S2428393,F,147,1,680,2
2019S2428397,F,147,1,680,2
2019S2428409,F,147,1,1460,2
2019S2428413,F,147,1,680,2
2019S2428417,F,112,2,2810,2
2019S2428421,F,147,1,999,2
2019S2428461,M,147,1,1360,2
2019S2428465,M,147,1,2720,2
2019S2428469,F,147,1,780,2
2019S2428477,F,147,1,1360,2
2019S2428489,F,147,1,1850,2
2019S2428505,F,147,1,815,2
2019S2428509,F,147,1,680,2
2019S2428529,F,147,1,1380,2
2019S2428557,F,147,1,2848,2
2019S2428585,F,147,1,998,2
2019S2428601,F,147,1,1960,2
2019S2428605,M,67,2,6548,2
2019S2428629,F,147,1,780,2
2019S2428649,F,147,1,1299,2
2019S2428653,M,147,1,999,2
2019S2428669,M,126,2,2940,2
2019S2428673,F,147,1,1996,2
2019S2428737,M,147,1,1380,2
2019S2428741,M,75,2,2079,2
2019S2428781,F,147,1,4360,2
2019S2428785,M,147,1,999,2
2019S2428813,M,147,1,1660,2
2019S2428825,F,147,1,680,2
2019S2432057,M,146,1,229,2
2019S2432085,F,146,1,780,2
2019S2432113,F,146,1,680,2
2019S2432117,M,146,1,1360,2
2019S2432133,F,146,1,150,2
2019S2432169,F,146,1,999,2
2019S2432173,F,146,1,1040,2
2019S2432177,F,146,1,1415,2
2019S2432189,F,78,2,2298,2
2019S2432197,F,146,1,780,2
2019S2432201,F,58,1,3120,2
2019S2432209,M,146,1,680,2
2019S2432229,F,146,1,1560,2
2019S2432265,F,146,1,689,2
2019S2432333,F,146,1,980,2
2019S2432349,F,146,1,185,2
2019S2432361,M,146,1,2997,2
2019S2432385,M,146,1,998,2
2019S2432389,F,139,2,3700,2
2019S2432393,F,146,1,999,2
2019S2432441,F,146,1,999,2
2019S2432449,F,146,1,1998,2
2019S2432469,F,146,1,559,2
2019S2432477,F,146,1,998,2
2019S2432481,F,146,1,680,2
2019S2432485,M,146,1,680,2
2019S2432501,F,146,1,680,2
2019S2432509,M,45,2,1866,2
2019S2432537,M,22,3,3198,2
2019S2432541,F,146,1,1360,2
2019S2432557,F,146,1,1360,2
2019S2432561,F,146,1,680,2
2019S2432573,F,55,2,3678,2
2019S2432589,M,146,1,680,2
2019S2432605,M,146,1,1840,2
2019S2432613,F,146,1,680,2
2019S2432645,M,146,1,680,2
2019S2432669,M,146,1,1360,2
2019S2432673,M,146,1,999,2
2019S2432693,M,146,1,680,2
2019S2432701,M,22,1,2580,2
2019S2432709,M,146,1,780,2
2019S2432713,F,146,1,680,2
2019S2432729,F,146,1,1996,2
2019S2432749,F,146,1,680,2
2019S2432813,F,33,2,4593,2
2019S2432829,F,146,1,1360,2
2019S2432837,F,146,1,680,2
2019S2432849,F,146,1,998,2
2019S2432857,M,146,1,999,2
2019S2432861,F,146,1,999,2
2019S2432877,M,146,1,1415,2
2019S2432885,M,146,1,1979,2
2019S2432889,F,130,2,3360,2
2019S2436061,F,145,1,460,2
2019S2436081,F,49,1,150,2
2019S2436093,M,145,1,2000,2
2019S2436101,M,145,1,999,2
2019S2436117,M,145,1,460,2
2019S2436121,F,145,1,1015,2
2019S2436129,F,145,1,1560,2
2019S2436161,M,145,1,1899,2
2019S2436185,M,145,1,680,2
2019S2436197,M,145,1,780,2
2019S2436205,M,145,1,680,2
2019S2436217,M,145,1,680,2
2019S2436225,M,145,1,999,2
2019S2436229,F,145,1,680,2
2019S2436241,F,145,1,1244,2
