cid,gender,R,F,M,k-means
2019S2436245,F,138,2,3120,2
2019S2436261,F,16,1,1186,2
2019S2436273,F,145,1,999,2
2019S2436281,F,145,1,998,2
2019S2436289,F,145,1,680,2
2019S2436293,M,145,1,780,2
2019S2436297,M,27,7,4064,2
2019S2436341,F,145,1,780,2
2019S2436353,F,145,1,150,2
2019S2436361,F,145,1,680,2
2019S2436393,F,145,1,680,2
2019S2436413,F,145,1,780,2
2019S2436417,M,145,1,999,2
2019S2436453,M,145,1,780,2
2019S2436469,F,145,1,680,2
2019S2436473,F,110,2,2229,2
2019S2436481,M,145,1,1299,2
2019S2436493,F,145,1,2140,2
2019S2436501,M,82,2,1998,2
2019S2436517,M,145,1,680,2
2019S2436521,F,145,1,780,2
2019S2436525,M,145,1,680,2
2019S2436533,M,145,1,1998,2
2019S2436541,F,145,1,680,2
2019S2436561,F,145,1,999,2
2019S2436577,F,145,1,1295,2
2019S2436593,F,145,1,1360,2
2019S2436613,M,145,1,999,2
2019S2436617,F,145,1,680,2
2019S2436633,F,145,1,1998,2
2019S2436637,M,145,1,980,2
2019S2436653,F,145,1,680,2
2019S2436673,F,145,1,1034,2
2019S2436677,F,145,1,680,2
2019S2436717,F,54,2,3720,2
2019S2436725,M,145,1,1380,2
2019S2436741,M,65,2,3271,2
2019S2436781,F,145,1,780,2
2019S2436785,M,145,1,1996,2
2019S2436793,M,145,1,780,2
2019S2436797,F,145,1,1148,2
2019S2436801,M,145,1,680,2
2019S2436821,M,23,2,2546,2
2019S2436825,F,145,1,999,2
2019S2436829,F,145,1,2000,2
2019S2436833,F,145,1,1130,2
2019S2436837,M,44,2,2379,2
2019S2436841,F,145,1,150,2
2019S2436849,M,145,1,680,2
2019S2436869,F,48,3,2676,2
2019S2436893,F,145,1,1850,2
2019S2436897,F,145,1,980,2
2019S2436901,F,145,1,830,2
2019S2436905,F,145,1,680,2
2019S2436925,M,145,1,680,2
2019S2436937,M,145,1,680,2
2019S2440065,M,26,3,5580,2
2019S2440085,F,144,1,2031,2
2019S2440093,M,144,1,1520,2
2019S2440101,M,144,1,680,2
2019S2440105,M,144,1,900,2
2019S2440125,M,144,1,680,2
2019S2440153,F,144,1,680,2
2019S2440165,F,144,1,1380,2
2019S2440185,M,144,1,888,2
2019S2440213,M,144,1,600,2
2019S2440217,F,144,1,680,2
2019S2440221,M,144,1,680,2
2019S2440233,M,144,1,680,2
2019S2440261,F,144,1,35,2
2019S2440325,F,144,1,829,2
2019S2440337,M,144,1,680,2
2019S2440377,F,144,1,1360,2
2019S2440425,F,144,1,150,2
2019S2440457,M,144,1,390,2
2019S2440469,F,144,1,458,2
2019S2440477,F,144,1,1460,2
2019S2440481,M,144,1,680,2
2019S2440493,F,55,2,3729,2
2019S2440497,M,144,1,1360,2
2019S2440501,M,143,1,229,2
2019S2440509,M,144,1,980,2
2019S2444065,F,143,1,680,2
2019S2444093,F,143,1,1299,2
2019S2444097,F,143,1,999,2
2019S2444101,M,143,1,680,2
2019S2444113,M,143,1,1360,2
2019S2444125,F,143,1,999,2
2019S2444129,M,143,1,2039,2
2019S2444133,F,143,1,1680,2
2019S2444153,M,143,1,680,2
2019S2444157,F,143,1,1380,2
2019S2444177,F,30,2,1953,2
2019S2444181,F,143,1,1380,2
2019S2444189,M,143,1,1850,2
2019S2444209,F,143,1,680,2
2019S2444225,F,143,1,680,2
2019S2444233,F,119,2,1560,2
2019S2444241,F,143,1,1680,2
2019S2444253,M,143,1,2180,2
2019S2444261,F,143,1,680,2
2019S2444269,F,143,1,680,2
2019S2444273,F,143,1,680,2
2019S2444285,F,143,1,680,2
2019S2444289,M,72,3,2668,2
2019S2444305,F,143,1,680,2
2019S2444313,F,143,1,999,2
2019S2448061,M,142,1,999,2
2019S2448081,F,142,1,1520,2
2019S2448097,M,63,1,1078,2
2019S2448109,F,142,1,920,2
2019S2448133,F,48,2,2898,2
2019S2448169,F,129,2,6548,2
2019S2448177,M,63,2,3078,2
2019S2448185,M,142,1,680,2
2019S2448189,F,142,1,680,2
2019S2448229,F,142,1,1850,2
2019S2448233,F,142,1,1525,2
2019S2448245,M,112,2,1198,2
2019S2448253,M,142,1,1360,2
2019S2448257,F,142,1,150,2
2019S2448297,F,142,1,1850,2
2019S2448325,M,142,1,1997,2
2019S2448333,F,142,1,460,2
2019S2448349,F,142,1,999,2
2019S2448401,F,142,1,998,2
2019S2448405,F,142,1,1380,2
2019S2448449,F,142,1,780,2
2019S2448473,F,107,1,689,2
2019S2448489,F,142,1,600,2
2019S2448497,F,142,1,780,2
2019S2448505,M,142,1,749,2
2019S2448513,M,142,1,1850,2
2019S2452065,F,15,2,2949,2
2019S2452073,F,141,1,35,2
2019S2452085,F,141,1,980,2
2019S2452089,M,141,1,599,2
2019S2452117,M,126,3,3000,2
2019S2452125,M,93,3,3539,2
2019S2452133,M,141,1,680,2
2019S2452137,M,141,1,600,2
2019S2452149,M,141,1,1779,2
2019S2452153,F,128,1,999,2
2019S2452165,F,141,1,998,2
2019S2452169,F,141,1,2180,2
2019S2452181,F,141,1,460,2
2019S2452185,M,141,1,2590,2
2019S2452205,F,16,4,6572,2
2019S2452237,M,141,1,1520,2
2019S2452241,F,141,1,680,2
2019S2452253,M,141,1,980,2
2019S2452269,F,141,1,1678,2
2019S2452281,M,141,1,749,2
2019S2452293,F,141,1,998,2
2019S2452309,F,141,1,1778,2
2019S2452333,M,141,1,1034,2
2019S2452365,M,141,1,680,2
2019S2452369,M,141,1,35,2
2019S2452381,M,141,1,999,2
2019S2452409,F,141,1,999,2
2019S2456053,F,140,1,4560,2
2019S2456057,F,140,1,4890,2
2019S2456073,M,110,1,999,2
2019S2456081,M,43,1,229,2
2019S2456089,F,140,1,3700,2
2019S2456105,F,140,1,998,2
2019S2456121,M,107,1,980,2
2019S2456145,F,140,1,998,2
2019S2456157,F,140,1,35,2
2019S2456161,M,90,2,1273,2
2019S2456173,F,140,1,999,2
2019S2456205,F,140,1,1996,2
2019S2456229,M,140,1,70,2
2019S2456237,F,29,2,2590,2
2019S2456265,F,140,1,3700,2
2019S2456269,M,140,1,1360,2
2019S2456277,F,28,1,38,2
2019S2456285,F,140,1,728,2
2019S2456297,M,140,1,680,2
2019S2456301,M,140,1,999,2
2019S2456309,F,140,1,1525,2
2019S2456329,M,140,1,998,2
2019S2456373,M,140,1,980,2
2019S2456381,F,116,2,2985,2
2019S2456389,M,140,1,680,2
2019S2456421,F,140,1,680,2
2019S2456433,F,140,1,998,2
2019S2456437,F,140,1,999,2
2019S2460065,F,139,1,520,2
2019S2460073,F,139,1,1525,2
2019S2460081,M,139,1,999,2
2019S2460105,F,139,1,998,2
2019S2460109,F,139,1,35,2
2019S2460113,M,139,1,780,2
2019S2460121,F,139,1,1198,2
2019S2460161,F,139,1,600,2
2019S2460189,M,139,1,680,2
2019S2460201,M,139,1,1776,2
2019S2460241,M,24,2,6117,2
2019S2460261,M,139,1,1040,2
2019S2460269,F,139,1,2340,2
2019S2460289,F,40,2,2678,2
2019S2460341,F,139,1,998,2
2019S2460365,M,139,1,999,2
2019S2460369,F,139,1,785,2
2019S2460377,F,139,1,980,2
2019S2460405,M,139,1,680,2
2019S2460417,F,139,1,999,2
2019S2460425,M,139,1,780,2
2019S2460461,F,139,1,1560,2
2019S2460489,F,139,1,980,2
2019S2460505,M,55,3,1558,2
2019S2460509,M,139,1,70,2
2019S2460549,F,139,1,3120,2
2019S2460553,M,139,1,680,2
2019S2460557,F,90,2,4347,2
2019S2460565,F,139,1,2340,2
2019S2460581,F,139,1,680,2
2019S2460589,F,139,1,3700,2
2019S2460597,F,139,1,2340,2
2019S2460601,F,139,1,749,2
2019S2460629,M,139,1,2180,2
2019S2460657,M,139,1,1520,2
2019S2460677,M,139,1,390,2
2019S2460733,M,132,2,4360,2
2019S2460749,F,139,1,680,2
2019S2460753,F,139,1,680,2
2019S2460781,F,139,1,6696,2
2019S2460793,F,139,1,999,2
2019S2460813,M,139,1,1520,2
2019S2460865,F,139,1,1520,2
2019S2460869,F,139,1,460,2
2019S2464065,M,138,1,1498,2
2019S2464093,F,5,2,4577,2
2019S2464101,M,138,1,920,2
2019S2464105,M,138,1,1380,2
2019S2464109,M,138,1,1776,2
2019S2464113,M,138,1,229,2
2019S2464125,F,138,1,999,2
2019S2464137,M,5,2,1998,2
2019S2464161,M,138,1,520,2
2019S2464185,F,138,1,1380,2
2019S2464201,F,138,1,35,2
2019S2464209,M,99,2,1760,2
2019S2464217,M,138,1,1233,2
2019S2464229,M,138,1,70,2
2019S2464237,F,138,1,458,2
2019S2464261,M,41,3,7238,2
2019S2464265,M,138,1,998,2
2019S2464277,M,138,1,680,2
2019S2464281,F,138,1,780,2
2019S2464285,F,138,1,680,2
2019S2464301,F,138,1,780,2
2019S2464349,F,138,1,2340,2
2019S2464365,M,47,2,2940,2
2019S2464369,M,138,1,999,2
2019S2464373,M,138,1,2340,2
2019S2464393,F,138,1,780,2
2019S2464453,M,138,1,1800,2
2019S2464461,F,138,1,998,2
2019S2464469,M,138,1,1299,2
2019S2464485,M,138,1,920,2
2019S2464505,F,138,1,1850,2
2019S2464509,M,138,1,35,2
2019S2464533,F,138,1,1360,2
2019S2464557,F,138,1,1779,2
2019S2464581,F,138,1,680,2
2019S2464605,M,138,1,980,2
2019S2464609,F,138,1,1200,2
2019S2464613,M,138,1,1360,2
2019S2464621,F,138,1,920,2
2019S2464633,F,138,1,3040,2
2019S2464641,F,138,1,1360,2
2019S2464649,F,138,1,780,2
2019S2464657,M,138,1,780,2
2019S2464661,M,138,1,780,2
2019S2464705,F,138,1,70,2
2019S2464729,F,138,1,680,2
2019S2464749,M,138,1,680,2
2019S2464801,M,138,1,1560,2
2019S2464805,F,138,1,1460,2
2019S2464825,M,72,4,6327,2
2019S2464837,M,92,2,1778,2
2019S2464865,F,138,1,1850,2
2019S2464877,F,138,1,998,2
2019S2464885,F,138,1,780,2
2019S2464897,M,35,3,3459,2
2019S2464949,F,138,1,1360,2
2019S2464957,F,138,1,920,2
2019S2464961,F,138,1,999,2
2019S2464973,M,138,1,1295,2
2019S2464977,M,138,1,3700,2
2019S2464981,M,138,1,3040,2
2019S2464985,F,138,1,1778,2
2019S2464989,M,138,1,998,2
2019S2464997,F,138,1,680,2
2019S2465005,M,138,1,999,2
2019S2465009,F,35,3,4699,2
2019S2465025,F,138,1,680,2
2019S2468061,M,20,1,1290,2
2019S2468073,F,137,1,998,2
2019S2468133,M,137,1,1850,2
2019S2468137,F,137,1,1380,2
2019S2468141,M,6,2,415,2
2019S2468153,M,18,2,3078,2
2019S2468161,F,137,1,680,2
2019S2468173,M,137,1,3700,2
2019S2468177,F,137,1,999,2
2019S2468185,M,137,1,999,2
2019S2468201,F,137,1,1680,2
2019S2468209,F,137,1,1520,2
2019S2468213,F,7,2,1690,2
2019S2468225,F,137,1,998,2
2019S2468241,F,137,1,780,2
2019S2468265,F,137,1,150,2
2019S2468269,F,96,2,494,2
2019S2468297,M,106,2,1996,2
2019S2468301,M,137,1,1850,2
2019S2468317,M,137,1,460,2
2019S2468357,F,137,1,980,2
2019S2468365,F,125,2,1560,2
2019S2468377,M,117,2,5697,2
2019S2468393,F,137,1,780,2
2019S2468401,F,137,1,909,2
2019S2468405,M,137,1,680,2
2019S2468457,M,137,1,780,2
2019S2472053,F,136,1,680,2
2019S2472065,M,61,2,4780,2
2019S2472085,F,136,1,3700,2
2019S2472121,M,136,1,780,2
2019S2472129,M,136,1,680,2
2019S2472177,F,136,1,1678,2
2019S2472181,M,136,1,1380,2
2019S2472349,F,136,1,888,2
2019S2472385,F,136,1,680,2
2019S2472405,F,136,1,780,2
2019S2472413,M,17,1,41,2
2019S2472417,M,73,2,2300,2
2019S2472425,M,1,2,1866,2
2019S2472445,M,23,1,1290,2
2019S2472453,M,136,1,1520,2
2019S2472457,M,136,1,1360,2
2019S2472469,M,88,2,1378,2
2019S2472509,M,136,1,998,2
2019S2472541,F,136,1,999,2
2019S2472573,F,136,1,1850,2
2019S2472577,M,136,1,680,2
2019S2476069,M,135,1,680,2
2019S2476073,F,39,2,1996,2
2019S2476101,F,50,3,2948,2
2019S2476113,M,135,1,1850,2
2019S2476149,F,135,1,680,2
2019S2476181,F,105,2,1379,2
2019S2476185,F,135,1,780,2
2019S2476209,M,135,1,680,2
2019S2476217,F,135,1,680,2
2019S2476225,M,135,1,150,2
2019S2476229,M,6,2,1717,2
2019S2476237,M,135,1,999,2
2019S2476269,M,53,2,1220,2
2019S2476281,F,135,1,680,2
2019S2476285,F,135,1,1520,2
2019S2476305,F,135,1,780,2
2019S2476329,M,135,1,3700,2
2019S2476333,M,135,1,980,2
2019S2476349,F,135,1,998,2
2019S2476377,F,135,1,2340,2
2019S2476381,F,135,1,715,2
2019S2476389,F,17,3,4203,2
2019S2476401,F,135,1,998,2
2019S2476409,M,135,1,680,2
2019S2476413,M,96,1,339,2
2019S2480053,F,134,1,35,2
2019S2480061,F,134,1,1850,2
2019S2480081,F,134,1,888,2
2019S2480109,M,114,2,1997,2
2019S2480129,F,134,1,35,2
2019S2480133,F,134,1,3700,2
2019S2480149,F,134,1,1360,2
2019S2480169,F,134,1,600,2
2019S2480201,F,105,2,5550,2
2019S2480225,F,134,1,1996,2
2019S2480237,M,65,1,1280,2
2019S2480241,F,134,1,1960,2
2019S2480249,F,134,1,980,2
2019S2480253,F,134,1,460,2
2019S2480285,M,134,1,3700,2
2019S2480301,M,134,1,680,2
2019S2480313,F,134,1,229,2
2019S2480317,F,134,1,2860,2
2019S2480329,M,43,1,631,2
2019S2480341,F,42,2,3127,2
2019S2480345,F,59,1,229,2
2019S2480353,F,134,1,680,2
2019S2480365,F,134,1,680,2
2019S2480377,F,134,1,998,2
2019S2484061,M,133,1,1850,2
2019S2484109,M,133,1,780,2
2019S2484113,F,133,1,1678,2
2019S2484121,F,25,5,6165,2
2019S2484153,M,133,1,1200,2
2019S2484165,M,133,1,689,2
2019S2484173,M,133,1,998,2
2019S2484213,F,133,1,680,2
2019S2484237,F,133,1,2676,2
2019S2484269,M,133,1,1360,2
2019S2484273,F,133,1,780,2
2019S2484277,F,93,2,1840,2
2019S2484297,M,112,1,1203,2
2019S2484301,F,22,2,3900,2
2019S2484313,F,133,1,680,2
2019S2484317,F,133,1,3040,2
2019S2484341,F,133,1,1380,2
2019S2484353,F,133,1,300,2
2019S2484361,F,133,1,680,2
2019S2484377,F,26,1,1170,2
2019S2484425,M,5,3,5493,2
2019S2484429,F,133,1,2079,2
2019S2484433,M,133,1,680,2
2019S2488053,F,132,1,1299,2
2019S2488061,M,53,2,1599,2
2019S2488065,F,132,1,749,2
2019S2488089,M,132,1,1800,2
2019S2488093,F,132,1,1525,2
2019S2488097,M,9,2,1186,2
2019S2488105,M,104,2,1950,2
2019S2488109,F,132,1,3700,2
2019S2488113,M,132,1,1380,2
2019S2488117,F,132,1,1034,2
2019S2488121,M,132,1,680,2
2019S2488133,M,132,1,2066,2
2019S2488149,F,132,1,999,2
2019S2488169,M,132,1,1850,2
2019S2488177,M,132,1,680,2
2019S2488213,F,132,1,70,2
2019S2488225,F,132,1,1360,2
2019S2488233,M,132,1,105,2
2019S2488281,F,132,1,1380,2
2019S2488285,F,132,1,2598,2
2019S2488289,M,132,1,35,2
2019S2488297,F,132,1,35,2
2019S2488301,F,132,1,780,2
2019S2488309,F,132,1,1960,2
2019S2488325,F,132,1,1227,2
2019S2488329,M,132,1,999,2
2019S2488357,F,132,1,680,2
2019S2488361,M,32,2,1996,2
2019S2488365,M,132,1,680,2
2019S2488377,M,132,1,2247,2
2019S2488397,M,132,1,780,2
2019S2488401,F,132,1,680,2
2019S2488405,F,132,1,780,2
2019S2488413,M,132,1,1679,2
2019S2488417,F,132,1,1560,2
2019S2488421,M,132,1,35,2
2019S2488425,M,130,2,3700,2
2019S2488429,F,72,2,2025,2
2019S2488457,F,132,1,680,2
2019S2488501,F,5,3,3948,2
2019S2488505,F,39,1,1170,2
2019S2488573,F,92,3,9250,2
2019S2488577,F,132,1,300,2
2019S2488593,F,132,1,749,2
2019S2488613,M,132,1,1997,2
2019S2488633,F,132,1,150,2
2019S2488653,M,67,2,2760,2
2019S2488685,M,132,1,1034,2
2019S2488693,M,132,1,1998,2
2019S2488705,M,132,1,1998,2
2019S2488709,F,132,1,680,2
2019S2488733,F,132,1,998,2
2019S2488737,M,132,1,680,2
2019S2492053,F,131,1,1033,2
2019S2492057,M,131,1,150,2
2019S2492081,F,125,2,7136,2
2019S2492089,M,131,1,680,2
2019S2492093,M,131,1,1149,2
2019S2492105,F,81,1,29,2
2019S2492109,M,131,1,635,2
2019S2492129,F,131,1,150,2
2019S2492145,F,131,1,1299,2
2019S2492161,F,131,1,780,2
2019S2492173,M,131,1,35,2
2019S2492193,F,131,1,1850,2
2019S2492205,M,131,1,1438,2
2019S2492229,F,131,1,680,2
2019S2492245,F,131,1,2340,2
2019S2492249,M,13,2,2288,2
2019S2492257,F,131,1,1070,2
2019S2492281,M,131,1,2040,2
2019S2492309,M,131,1,980,2
2019S2492341,M,131,1,1200,2
2019S2492345,F,131,1,780,2
2019S2492349,M,131,1,1525,2
2019S2492353,M,131,1,780,2
2019S2492361,M,131,1,998,2
2019S2492365,M,131,1,1679,2
2019S2492369,M,131,1,999,2
2019S2492373,F,131,1,680,2
2019S2492409,M,131,1,680,2
2019S2492449,F,131,1,1148,2
2019S2492525,M,131,1,2340,2
2019S2492529,F,131,1,150,2
2019S2492557,M,131,1,680,2
2019S2492561,M,131,1,680,2
2019S2492569,M,131,1,2180,2
2019S2492577,M,131,1,590,2
2019S2492581,M,131,1,559,2
2019S2492585,F,131,1,1360,2
2019S2492589,F,131,1,680,2
2019S2492597,M,131,1,1033,2
2019S2492601,M,68,2,4990,2
2019S2492609,M,84,1,2848,2
2019S2492645,M,131,1,680,2
2019S2492649,F,131,1,35,2
2019S2492653,F,131,1,680,2
2019S2492657,F,131,1,1118,2
2019S2492665,M,131,1,1360,2
2019S2492685,M,131,1,680,2
2019S2492693,F,131,1,1560,2
2019S2492697,M,131,1,680,2
2019S2492757,M,131,1,1560,2
2019S2496053,M,130,1,2519,2
2019S2496057,F,130,1,999,2
2019S2496081,M,130,1,998,2
2019S2496105,F,27,2,3378,2
2019S2496109,F,130,1,920,2
2019S2496133,M,130,1,35,2
2019S2496149,F,130,1,680,2
2019S2496153,M,43,2,1149,2
2019S2496169,M,130,1,680,2
2019S2496173,M,119,3,3000,2
2019S2496181,F,130,1,680,2
2019S2496217,M,130,1,1520,2
2019S2496233,F,130,1,1778,2
2019S2496237,M,51,1,1380,2
2019S2496249,F,129,2,4680,2
2019S2496253,M,130,1,680,2
2019S2496269,F,130,1,998,2
2019S2496297,F,130,1,680,2
2019S2496301,F,130,1,999,2
2019S2496305,M,130,1,999,2
2019S2496325,F,130,1,999,2
2019S2496337,M,130,1,2200,2
2019S2496385,M,66,3,4003,2
2019S2496397,F,130,1,1525,2
2019S2496401,M,130,1,229,2
2019S2500085,M,129,1,1998,2
2019S2500093,F,129,1,980,2
2019S2500101,M,129,1,980,2
2019S2500113,F,129,1,999,2
2019S2500117,F,129,1,229,2
2019S2500129,F,6,3,4138,2
2019S2500137,M,129,1,600,2
2019S2500181,M,129,1,680,2
2019S2500209,M,85,3,6900,2
2019S2500221,M,129,1,999,2
2019S2500253,F,129,1,998,2
2019S2500257,F,129,1,980,2
2019S2500289,F,129,1,999,2
2019S2500321,F,129,1,998,2
2019S2500337,F,129,1,2040,2
2019S2500361,F,129,1,1460,2
2019S2500365,M,129,1,8280,2
2019S2504057,M,128,1,680,2
2019S2504061,F,69,2,2833,2
2019S2504073,F,128,1,1727,2
2019S2504081,F,128,1,1380,2
2019S2504089,F,128,1,680,2
2019S2504117,M,128,1,780,2
2019S2504129,F,128,1,1460,2
2019S2504153,M,128,1,4020,2
2019S2504169,F,77,1,1280,2
2019S2504173,M,128,1,999,2
2019S2504225,F,128,1,680,2
2019S2504257,M,22,2,2140,2
2019S2504265,F,128,1,599,2
2019S2504285,M,128,1,1850,2
2019S2504333,F,128,1,1299,2
2019S2504357,F,117,1,780,2
2019S2508073,M,127,1,749,2
2019S2508097,F,127,1,2359,2
2019S2508113,F,127,1,999,2
2019S2508129,F,127,1,998,2
2019S2508137,F,127,1,1380,2
2019S2508141,F,127,1,1998,2
2019S2508165,M,127,1,680,2
2019S2508169,M,2,2,663,2
2019S2508189,F,127,1,1380,2
2019S2508201,M,127,1,1850,2
2019S2508217,F,68,2,3700,2
2019S2508221,M,127,1,2530,2
2019S2508241,M,127,1,680,2
2019S2508269,M,127,1,680,2
2019S2508281,F,117,2,7400,2
2019S2508301,M,127,1,1850,2
2019S2508329,F,127,1,680,2
2019S2508337,F,127,1,999,2
2019S2512061,F,98,3,3510,2
2019S2512081,M,126,1,680,2
2019S2512089,F,126,1,1040,2
2019S2512093,F,126,1,1850,2
2019S2512097,F,126,1,1360,2
2019S2512129,M,126,1,1380,2
2019S2512149,F,126,1,999,2
2019S2512169,M,126,1,1850,2
2019S2512181,M,126,1,680,2
2019S2512193,M,126,1,998,2
2019S2512197,M,126,1,998,2
2019S2512201,F,41,2,1840,2
2019S2512209,M,112,1,1080,2
2019S2512229,M,126,1,980,2
2019S2512233,M,126,1,780,2
2019S2512241,M,126,1,999,2
2019S2512261,M,60,2,3360,2
2019S2512265,M,126,1,1997,2
2019S2512281,M,64,1,339,2
2019S2512285,F,40,2,2760,2
2019S2512293,F,126,1,998,2
2019S2512305,F,126,1,680,2
2019S2516065,F,125,1,930,2
2019S2516081,M,105,2,7379,2
2019S2516093,F,125,1,150,2
2019S2516101,F,125,1,2994,2
2019S2516113,M,125,1,70,2
2019S2516125,F,125,1,1998,2
2019S2516133,F,125,1,1380,2
2019S2516141,F,125,1,4560,2
2019S2516153,F,125,1,999,2
2019S2516173,F,125,1,680,2
2019S2516185,M,25,2,3720,2
2019S2516189,M,125,1,3700,2
2019S2516197,M,125,1,998,2
2019S2516213,F,125,1,999,2
2019S2516229,M,125,1,2040,2
2019S2516233,M,125,1,980,2
2019S2516257,M,125,1,998,2
2019S2516265,M,125,1,998,2
2019S2516285,M,125,1,998,2
2019S2516301,M,125,1,1380,2
2019S2516305,M,125,1,1200,2
2019S2516313,M,125,1,1200,2
2019S2516321,F,86,2,2300,2
2019S2516337,F,125,1,680,2
2019S2516353,F,125,1,3700,2
2019S2516373,F,125,1,2760,2
2019S2516377,F,125,1,999,2
2019S2516385,M,125,1,749,2
2019S2516405,M,125,1,999,2
2019S2516409,F,125,1,998,2
2019S2516421,F,125,1,1850,2
2019S2516445,M,125,1,780,2
2019S2516449,F,125,1,70,2
2019S2516453,F,125,1,998,2
2019S2516457,F,125,1,1998,2
2019S2516465,M,125,1,999,2
2019S2516473,F,125,1,600,2
2019S2516485,F,125,1,3870,2
2019S2516493,F,125,1,1850,2
2019S2516501,F,125,1,1360,2
2019S2516505,F,125,1,780,2
2019S2516521,M,125,1,1996,2
2019S2516553,F,125,1,999,2
2019S2516577,M,125,1,998,2
2019S2516605,F,125,1,999,2
2019S2516617,F,11,1,150,2
2019S2516621,F,125,1,1520,2
2019S2516629,F,125,1,680,2
2019S2516669,M,125,1,1299,2
2019S2516673,F,125,1,999,2
2019S2516681,F,125,1,1850,2
2019S2520105,M,124,1,980,2
2019S2520109,F,83,2,2977,2
2019S2520121,M,124,1,2358,2
2019S2520125,F,124,1,780,2
2019S2520129,F,47,1,1295,2
2019S2520141,F,124,1,1680,2
2019S2520145,F,124,1,999,2
2019S2520149,F,124,1,999,2
2019S2520153,M,20,4,12247,2
2019S2520169,M,124,1,680,2
2019S2520177,M,54,1,999,2
2019S2520221,M,124,1,680,2
2019S2520249,M,124,1,9250,2
2019S2520257,M,107,2,2777,2
2019S2520269,M,11,2,2793,2
2019S2520273,F,124,1,35,2
2019S2520277,F,124,1,150,2
2019S2520281,M,124,1,999,2
2019S2520293,F,124,1,998,2
2019S2520321,F,124,1,1040,2
2019S2520337,F,124,1,780,2
2019S2520345,M,76,2,4668,2
2019S2520353,F,124,1,680,2
2019S2520361,M,124,1,150,2
2019S2520365,M,124,1,680,2
2019S2520373,F,124,1,2849,2
2019S2520377,F,124,1,980,2
2019S2520393,F,124,1,830,2
2019S2520429,F,124,1,35,2
2019S2520437,F,124,1,999,2
2019S2520449,F,124,1,1560,2
2019S2520465,M,124,1,3700,2
2019S2520469,M,124,1,998,2
2019S2520473,F,124,1,1850,2
2019S2520485,M,124,1,1380,2
2019S2520493,M,124,1,680,2
2019S2520513,F,124,1,999,2
2019S2520517,M,124,1,920,2
2019S2520541,F,124,1,999,2
2019S2520553,F,124,1,600,2
2019S2520557,M,124,1,599,2
2019S2520565,M,124,1,3700,2
2019S2520569,F,124,1,680,2
2019S2520585,M,124,1,35,2
2019S2520589,M,124,1,458,2
2019S2520613,M,124,1,1299,2
2019S2520617,F,21,4,9118,2
2019S2520621,M,124,1,1520,2
2019S2520637,F,124,1,2940,2
2019S2520645,F,124,1,1170,2
2019S2520649,M,124,1,749,2
2019S2520657,M,124,1,780,2
2019S2520661,M,124,1,460,2
2019S2520673,F,124,1,150,2
2019S2520677,M,124,1,680,2
2019S2520685,F,124,1,680,2
2019S2520725,M,124,1,1360,2
2019S2520733,M,124,1,998,2
2019S2804053,F,99,1,33,2
2019S2804077,F,123,1,999,2
2019S2804085,F,123,1,780,2
2019S2804093,F,123,1,3700,2
2019S2804101,F,123,1,559,2
2019S2804113,F,88,2,3720,2
2019S2804117,M,123,1,1299,2
2019S2804141,F,123,1,780,2
2019S2804161,F,123,1,998,2
2019S2804165,F,123,1,460,2
2019S2804173,F,123,1,999,2
2019S2804197,F,9,2,2202,2
2019S2804205,F,26,1,1973,2
2019S2804209,F,123,1,1520,2
2019S2804229,F,123,1,1360,2
2019S2804237,F,123,1,1498,2
2019S2804277,F,61,2,3560,2
2019S2804281,M,123,1,680,2
2019S2804293,F,123,1,1040,2
2019S2804297,F,123,1,1380,2
2019S2804301,M,123,1,680,2
2019S2804317,F,123,1,980,2
2019S2804357,F,123,1,680,2
2019S2804413,M,9,3,2547,2
2019S2804425,F,123,1,1360,2
2019S2808057,F,122,1,2340,2
2019S2808073,M,122,1,339,2
2019S2808081,M,122,1,680,2
2019S2808089,F,122,1,1520,2
2019S2808093,F,122,1,1360,2
2019S2808105,F,122,1,1380,2
2019S2808129,F,122,1,999,2
2019S2808133,F,122,1,1170,2
2019S2808153,F,122,1,520,2
2019S2808193,F,122,1,999,2
2019S2808269,F,122,1,980,2
2019S2808273,F,122,1,1200,2
2019S2808285,F,8,3,2328,2
2019S2808309,M,122,1,909,2
2019S2808313,M,122,1,1360,2
2019S2808317,F,122,1,229,2
2019S2808337,F,122,1,680,2
2019S2808353,F,122,1,559,2
2019S2812069,M,121,1,593,2
2019S2812105,F,23,4,6140,2
2019S2812117,F,121,1,1850,2
2019S2812121,F,121,1,680,2
2019S2812133,F,77,2,5199,2
2019S2812157,F,121,1,680,2
2019S2812161,F,121,1,780,2
2019S2812177,F,121,1,680,2
2019S2812197,M,65,2,2760,2
2019S2812209,M,41,1,76,2
2019S2812253,M,121,1,780,2
2019S2812261,M,121,1,1360,2
2019S2812277,F,121,1,2994,2
2019S2812301,M,121,1,780,2
2019S2812353,M,121,1,1498,2
2019S2812357,F,121,1,999,2
2019S2812365,F,121,1,150,2
2019S2816105,F,120,1,980,2
2019S2816117,M,71,2,6355,2
